FID,District,Upazila,Union,Settlement,Camp Name,Inter Sector Coordination Group Camp Name,Unique ID,Facility Code,Facility,Geographical Coordinates,Source of Funding,Implementing Partner,Landslide,Flood,Landslide Risk,Flood Risk,Risk of both,Risk of either
382.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_11,MQ,Mosque,"(21.2072967,  92.1573541)",Private Donation,**,**,-1.0,No,Yes,No,Yes
383.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_6,MD,Madrassah,"(21.2074372,  92.1575371999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
384.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MQ_12,MQ,Mosque,"(21.2078956,  92.1569733)",Local Government,**,**,**,No,No,No,No
385.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_CF_3,CF,Child Friendly Space,"(21.2078408,  92.1553478999999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
386.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_5,CF,Child Friendly Space,"(21.21535527,  92.15475834)",Non-governmental Organization (United Nations),SaveTheChildren,**,**,No,No,No,No
387.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_13,MD,Madrassah,"(21.2124892,  92.1590912)",**,**,**,**,No,No,No,No
388.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_28,MQ,Mosque,"(21.21251964,  92.1591342199999)",Private Donation,**,**,**,No,No,No,No
389.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MD_14,MD,Madrassah,"(21.2171662999999,  92.1569386599999)",Private Donation,**,**,**,No,No,No,No
390.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_5,MQ,Mosque,"(21.1935027,  92.1610205)",Private Donation,**,**,**,No,No,No,No
391.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_6,MQ,Mosque,"(21.1928342299999,  92.15653772)",Private Donation,**,**,**,No,No,No,No
392.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_2,MD,Madrassah,"(21.1926242,  92.1603152999999)",Private Donation,**,**,**,No,No,No,No
393.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_7,MQ,Mosque,"(21.1925876,  92.1601533999999)",Private Donation,**,**,**,No,No,No,No
394.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_8,MQ,Mosque,"(21.1927826999999,  92.1579418999999)",Private Donation,**,**,**,No,No,No,No
395.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_3,MD,Madrassah,"(21.19202142,  92.15828618)",**,**,**,**,No,No,No,No
396.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_9,MQ,Mosque,"(21.1917171999999,  92.15762331)",Self Made,**,**,**,No,No,No,No
397.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_10,MQ,Mosque,"(21.1936317,  92.1587164)",Private Donation,**,**,**,No,No,No,No
398.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_4,MD,Madrassah,"(21.19357638,  92.15870839)",Private Donation,**,**,**,No,No,No,No
399.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_CF_1,CF,Child Friendly Space,"(21.1915742,  92.1606301)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
400.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_5,MD,Madrassah,"(21.1921776,  92.1608022599999)",**,**,**,**,No,No,No,No
401.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_11,MQ,Mosque,"(21.1936138,  92.15737169)",Private Donation,**,**,**,No,No,No,No
402.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_12,MQ,Mosque,"(21.19285365,  92.1588787999999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
403.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_13,MQ,Mosque,"(21.1924357999999,  92.16018017)",Self Made,**,**,**,No,No,No,No
404.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_14,MQ,Mosque,"(21.1936553299999,  92.15872466)",Private Donation,**,**,**,No,No,No,No
405.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_6,MD,Madrassah,"(21.1935991299999,  92.1586944799999)",Private Donation,**,**,**,No,No,No,No
406.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_CF_2,CF,Child Friendly Space,"(21.1866923999999,  92.1586116)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
407.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_WF_1,WF,Women's Friendly Space,"(21.1892362,  92.1595255999999)",Non-governmental Organization (United Nations),Ukaid,**,-1.0,No,Yes,No,Yes
408.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_15,MQ,Mosque,"(21.1884026,  92.1640542199999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
409.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_DC_1,DC,Distribution Center,"(21.1891266999999,  92.1653478)",Non-governmental Organization (United Nations),WFP,**,-1.0,No,Yes,No,Yes
410.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_7,MD,Madrassah,"(21.19028351,  92.15851263)",Private Donation,**,**,-1.0,No,Yes,No,Yes
411.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_16,MQ,Mosque,"(21.1901487,  92.1594134999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
412.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_17,MQ,Mosque,"(21.1861439199999,  92.1592349799999)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
413.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MD_8,MD,Madrassah,"(21.18611864,  92.15909698)",Private Donation,**,**,-1.0,No,Yes,No,Yes
414.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 9,CXB-213,C9_MQ_18,MQ,Mosque,"(21.18995277,  92.1602044899999)",,**,**,**,No,No,No,No
415.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_4,CF,Child Friendly Space,"(21.1946413,  92.1528713999999)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
416.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_5,CF,Child Friendly Space,"(21.1944583,  92.1542831)",Non-governmental Organization (United Nations),SaveTheChildren Unicef,**,**,No,No,No,No
417.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_6,CF,Child Friendly Space,"(21.18679289,  92.15172307)",Non-governmental Organization (United Nations),Brac,-1.0,-1.0,Yes,Yes,Yes,Yes
418.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_7,MQ,Mosque,"(21.18717677,  92.15550039)",Local Government,**,-1.0,**,Yes,No,No,Yes
419.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_7,CF,Child Friendly Space,"(21.18769344,  92.15589241)",Private Donation,**,**,**,No,No,No,No
420.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_2,MD,Madrassah,"(21.1867065,  92.1553233)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
421.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_8,MQ,Mosque,"(21.18668173,  92.15527926)",Local Government,**,-1.0,-1.0,Yes,Yes,Yes,Yes
422.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_9,MQ,Mosque,"(21.18655347,  92.1556812299999)",Local Government,**,**,-1.0,No,Yes,No,Yes
423.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_8,CF,Child Friendly Space,"(21.18766012,  92.15479009)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
424.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_10,MQ,Mosque,"(21.1872470799999,  92.15519317)",Private Donation,**,-1.0,**,Yes,No,No,Yes
425.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_3,MD,Madrassah,"(21.1865152399999,  92.15594126)",Non-governmental Organization (United Nations),Brac,-1.0,-1.0,Yes,Yes,Yes,Yes
426.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_9,CF,Child Friendly Space,"(21.1879007,  92.1525290799999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
427.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_10,CF,Child Friendly Space,"(21.18745296,  92.15386506)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
428.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_4,MD,Madrassah,"(21.1890339999999,  92.1532351999999)",Private Donation,**,**,**,No,No,No,No
429.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_11,MQ,Mosque,"(21.188886,  92.1539628)",Private Donation,**,**,**,No,No,No,No
430.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_12,MQ,Mosque,"(21.1881380899999,  92.1539155499999)",Private Donation,**,**,**,No,No,No,No
431.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_13,MQ,Mosque,"(21.1918422,  92.152466)",Private Donation,**,**,-1.0,No,Yes,No,Yes
432.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_5,MD,Madrassah,"(21.1917404,  92.1526173)",Private Donation,**,**,-1.0,No,Yes,No,Yes
433.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_6,MD,Madrassah,"(21.1916271,  92.1525034)",Private Donation,**,**,-1.0,No,Yes,No,Yes
434.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_7,MD,Madrassah,"(21.192377,  92.153288)",Private Donation,**,-1.0,**,Yes,No,No,Yes
435.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_WF_1,WF,Women's Friendly Space,"(21.18790031,  92.1572311999999)",Non-governmental Organization (United Nations),UNFPA,**,**,No,No,No,No
436.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_14,MQ,Mosque,"(21.1909471399999,  92.1548405399999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
437.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_15,MQ,Mosque,"(21.18924852,  92.1585134999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
438.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_16,MQ,Mosque,"(21.18755676,  92.15741631)",Private Donation,**,**,**,No,No,No,No
439.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_8,MD,Madrassah,"(21.18926717,  92.1584419299999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
440.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MD_9,MD,Madrassah,"(21.1891342099999,  92.15858351)",Private Donation,**,**,-1.0,No,Yes,No,Yes
441.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_CF_11,CF,Child Friendly Space,"(21.18757928,  92.1573172699999)",Non-governmental Organization (United Nations),SaveTheChildren,**,-1.0,No,Yes,No,Yes
442.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_17,MQ,Mosque,"(21.1865925,  92.1566346)",Private Donation,**,**,**,No,No,No,No
443.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_FO_1,FO,Field Office,"(21.18712798,  92.15652626)",**,**,**,**,No,No,No,No
444.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_18,MQ,Mosque,"(21.18876564,  92.15609426)",Private Donation,**,-1.0,**,Yes,No,No,Yes
445.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_19,MQ,Mosque,"(21.18744508,  92.1526416899999)",Private Donation,**,**,**,No,No,No,No
446.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_20,MQ,Mosque,"(21.1908347699999,  92.15370328)",Private Donation,**,-1.0,**,Yes,No,No,Yes
447.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_21,MQ,Mosque,"(21.18935738,  92.15732006)",**,**,**,**,No,No,No,No
448.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_22,MQ,Mosque,"(21.1858882999999,  92.1526637)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
449.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 10,CXB-214,C10_MQ_23,MQ,Mosque,"(21.1885122,  92.1526872999999)",Private Donation,**,**,**,No,No,No,No
450.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_1,MQ,Mosque,"(21.1901800599999,  92.1437217)",Local Government,**,**,-1.0,No,Yes,No,Yes
451.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_2,MQ,Mosque,"(21.19469732,  92.14663249)",Private Donation,**,**,**,No,No,No,No
452.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_3,MQ,Mosque,"(21.1925107299999,  92.1472848199999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
453.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_4,MQ,Mosque,"(21.1874092199999,  92.1510153499999)",Local Government,**,**,-1.0,No,Yes,No,Yes
454.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_5,MQ,Mosque,"(21.1907852,  92.1461319999999)",Self Made,**,-1.0,**,Yes,No,No,Yes
455.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_6,MQ,Mosque,"(21.1897364,  92.1486397)",Private Donation,**,**,**,No,No,No,No
456.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_7,MQ,Mosque,"(21.1911093999999,  92.1483893999999)",Self Made,**,-1.0,**,Yes,No,No,Yes
457.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_8,MQ,Mosque,"(21.1906076,  92.1489911)",Self Made,**,**,**,No,No,No,No
458.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_CF_1,CF,Child Friendly Space,"(21.1888562,  92.151481)",Non-governmental Organization (United Nations),SaveTheChildren,-1.0,-1.0,Yes,Yes,Yes,Yes
459.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_9,MQ,Mosque,"(21.19426611,  92.14713677)",Private Donation,**,**,**,No,No,No,No
460.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_10,MQ,Mosque,"(21.1877971999999,  92.1476114)",Private Donation,**,**,-1.0,No,Yes,No,Yes
461.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_11,MQ,Mosque,"(21.18745667,  92.1461999999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
462.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MD_1,MD,Madrassah,"(21.1874299999999,  92.1461749999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
463.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_12,MQ,Mosque,"(21.1872933299999,  92.14949833)",Private Donation,**,**,**,No,No,No,No
464.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_13,MQ,Mosque,"(21.1880896999999,  92.1453558)",Private Donation,**,**,**,No,No,No,No
465.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_CF_2,CF,Child Friendly Space,"(21.1888603999999,  92.1499804999999)",Non-governmental Organization (United Nations),SaveTheChildren,**,**,No,No,No,No
466.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_14,MQ,Mosque,"(21.18824533,  92.14921399)",Private Donation,**,**,-1.0,No,Yes,No,Yes
467.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_15,MQ,Mosque,"(21.1870116999999,  92.1450351999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
468.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MD_2,MD,Madrassah,"(21.18628957,  92.14484342)",Private Donation,**,**,-1.0,No,Yes,No,Yes
469.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_16,MQ,Mosque,"(21.1886247999999,  92.1501836999999)",Private Donation,**,**,**,No,No,No,No
470.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_17,MQ,Mosque,"(21.1862537999999,  92.1445186699999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
471.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_18,MQ,Mosque,"(21.1889071999999,  92.1449513)",Private Donation,**,**,-1.0,No,Yes,No,Yes
472.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MD_3,MD,Madrassah,"(21.1889277999999,  92.1450877)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
473.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_19,MQ,Mosque,"(21.1852461,  92.1451131)",Local Government,**,**,**,No,No,No,No
474.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_20,MQ,Mosque,"(21.1885379,  92.1510892)",Private Donation,**,-1.0,**,Yes,No,No,Yes
475.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_21,MQ,Mosque,"(21.1861333,  92.1512178299999)",Local Government,**,**,**,No,No,No,No
476.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MD_4,MD,Madrassah,"(21.1856282,  92.1453553)",Local Government,**,**,**,No,No,No,No
477.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MD_5,MD,Madrassah,"(21.19312289,  92.1487609099999)",Private Donation,**,**,**,No,No,No,No
478.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_WF_1,WF,Women's Friendly Space,"(21.1885991,  92.1516306)",Non-governmental Organization (United Nations),ActionAid YPSA Other,**,-1.0,No,Yes,No,Yes
479.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_22,MQ,Mosque,"(21.1862095,  92.14584)",Private Donation,**,**,**,No,No,No,No
480.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MQ_23,MQ,Mosque,"(21.1844195999999,  92.1457314999999)",Private Donation,**,**,**,No,No,No,No
481.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_MD_6,MD,Madrassah,"(21.1842061999999,  92.1457111)",Private Donation,**,**,**,No,No,No,No
482.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 18,CXB-215,C18_CF_3,CF,Child Friendly Space,"(21.1842912,  92.1460723)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
483.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_5,CF,Child Friendly Space,"(21.1948651,  92.1530278)",Non-governmental Organization (United Nations),Brac,-1.0,-1.0,Yes,Yes,Yes,Yes
484.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_23,MQ,Mosque,"(21.19789529,  92.1557155099999)",Local Government,**,**,**,No,No,No,No
485.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_6,CF,Child Friendly Space,"(21.1952357999999,  92.1533498999999)",Non-governmental Organization (United Nations),Brac Unicef,**,**,No,No,No,No
486.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_24,MQ,Mosque,"(21.1957287699999,  92.15020692)",**,**,**,**,No,No,No,No
487.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_25,MQ,Mosque,"(21.1960137999999,  92.1569269999999)",Private Donation,**,**,**,No,No,No,No
488.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_26,MQ,Mosque,"(21.19577967,  92.14959235)",**,**,**,**,No,No,No,No
489.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_27,MQ,Mosque,"(21.195962,  92.1567167999999)",Private Donation,**,**,**,No,No,No,No
490.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_7,MD,Madrassah,"(21.1959039999999,  92.156762)",Private Donation,**,**,**,No,No,No,No
491.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_8,MD,Madrassah,"(21.1948955099999,  92.15139143)",Private Donation,**,**,**,No,No,No,No
492.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_28,MQ,Mosque,"(21.1949310299999,  92.15728045)",Private Donation,**,**,-1.0,No,Yes,No,Yes
493.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_29,MQ,Mosque,"(21.19576854,  92.1573310499999)",Private Donation,**,**,**,No,No,No,No
494.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_30,MQ,Mosque,"(21.19634031,  92.1530578699999)",Private Donation,**,**,**,No,No,No,No
495.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_31,MQ,Mosque,"(21.19388107,  92.1502198499999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
496.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_32,MQ,Mosque,"(21.1959544,  92.155766)",Private Donation,**,**,**,No,No,No,No
497.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_33,MQ,Mosque,"(21.1955187199999,  92.1578383699999)",Private Donation,**,**,**,No,No,No,No
498.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_7,CF,Child Friendly Space,"(21.1936491999999,  92.1549816999999)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
499.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_9,MD,Madrassah,"(21.1937587,  92.1551170999999)",Private Donation,**,**,**,No,No,No,No
500.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_10,MD,Madrassah,"(21.19482653,  92.15140322)",Private Donation,**,**,**,No,No,No,No
501.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_34,MQ,Mosque,"(21.1988724899999,  92.1585847799999)",Private Donation,**,**,**,No,No,No,No
502.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_CF_8,CF,Child Friendly Space,"(21.1988626999999,  92.1584227)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
503.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_35,MQ,Mosque,"(21.19461463,  92.1516589299999)",**,**,**,**,No,No,No,No
504.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_36,MQ,Mosque,"(21.19445251,  92.1576682599999)",Private Donation,**,**,**,No,No,No,No
505.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MD_11,MD,Madrassah,"(21.19451394,  92.15780585)",Local Government,**,**,**,No,No,No,No
506.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_WF_1,WF,Women's Friendly Space,"(21.1958480999999,  92.1520756999999)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
507.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_37,MQ,Mosque,"(21.1916437,  92.1512122)",Private Donation,**,-1.0,**,Yes,No,No,Yes
