FID,District,Upazila,Union,Settlement,Camp Name,Inter Sector Coordination Group Camp Name,Unique ID,Facility Code,Facility,Geographical Coordinates,Source of Funding,Implementing Partner,Landslide,Flood,Landslide Risk,Flood Risk,Risk of both,Risk of either
0.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_1,MQ,Mosque,"(21.21224574,  92.1679680299999)",Private Donation,**,**,**,No,No,No,No
1.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_CF_1,CF,Child Friendly Space,"(21.2125810699999,  92.16746224)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
2.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_1,MD,Madrassah,"(21.21039682,  92.16750261)",Private Donation,**,**,**,No,No,No,No
3.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_2,MD,Madrassah,"(21.2059039399999,  92.1593896699999)",Local Government,**,**,**,No,No,No,No
4.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_CF_2,CF,Child Friendly Space,"(21.2059305999999,  92.16004456)",Non-governmental Organization (United Nations),Mukti Ukaid Unicef,**,**,No,No,No,No
5.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_2,MQ,Mosque,"(21.2041107599999,  92.1600602099999)",Local Government,**,**,**,No,No,No,No
6.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_3,MQ,Mosque,"(21.2072509999999,  92.16507649)",Private Donation,**,**,**,No,No,No,No
7.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_4,MQ,Mosque,"(21.2062251999999,  92.1641496999999)",Private Donation,**,**,**,No,No,No,No
8.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_5,MQ,Mosque,"(21.20711018,  92.1662617199999)",Private Donation,**,**,**,No,No,No,No
9.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MD_3,MD,Madrassah,"(21.20884993,  92.16731547)",Private Donation,**,**,**,No,No,No,No
10.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2E,CXB-203,C2E_MQ_6,MQ,Mosque,"(21.2051590999999,  92.1621557299999)",Local Government,**,**,**,No,No,No,No
11.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_1,MQ,Mosque,"(21.20507387,  92.16324722)",Local Government,**,**,**,No,No,No,No
12.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_2,MQ,Mosque,"(21.2053119999999,  92.1669411)",Private Donation,**,**,**,No,No,No,No
13.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_WF_1,WF,Women's Friendly Space,"(21.2066228,  92.1696192999999)",Non-governmental Organization (United Nations),Mukti Ukaid UNFPA,**,**,No,No,No,No
14.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_3,MQ,Mosque,"(21.2015442999999,  92.1607621999999)",**,**,**,**,No,No,No,No
15.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_4,MQ,Mosque,"(21.20772665,  92.1687418599999)",Private Donation,**,**,**,No,No,No,No
16.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_DC_1,DC,Distribution Center,"(21.20714809,  92.16957592)",Non-governmental Organization (United Nations),WFP,**,**,No,No,No,No
17.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_1,MD,Madrassah,"(21.2050370999999,  92.1688235)",Self Made,**,**,**,No,No,No,No
18.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_2,MD,Madrassah,"(21.2049341799999,  92.1672882099999)",Private Donation,**,**,**,No,No,No,No
19.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_5,MQ,Mosque,"(21.2042329,  92.1613279999999)",Private Donation,**,**,**,No,No,No,No
20.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_6,MQ,Mosque,"(21.2041028999999,  92.1621523)",Private Donation,**,**,**,No,No,No,No
21.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_7,MQ,Mosque,"(21.2066601,  92.1701711999999)",**,**,**,**,No,No,No,No
22.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_8,MQ,Mosque,"(21.20269167,  92.1626052299999)",**,**,**,**,No,No,No,No
23.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_3,MD,Madrassah,"(21.20265458,  92.16260404)",**,**,**,**,No,No,No,No
24.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_9,MQ,Mosque,"(21.2046346499999,  92.1679001899999)",Private Donation,**,**,**,No,No,No,No
25.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_10,MQ,Mosque,"(21.2011423999999,  92.1638473999999)",Non-governmental Organization (United Nations),Other,-1.0,**,Yes,No,No,Yes
26.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_11,MQ,Mosque,"(21.2033514799999,  92.1622760799999)",**,**,**,**,No,No,No,No
27.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MD_4,MD,Madrassah,"(21.2008848,  92.1637441)",Private Donation,**,**,-1.0,No,Yes,No,Yes
28.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 7,CXB-207,C7_MQ_12,MQ,Mosque,"(21.20293637,  92.16340067)",Private Donation,**,**,**,No,No,No,No
29.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_DC_1,DC,Distribution Center,"(21.21396446,  92.1638911299999)",Non-governmental Organization (United Nations),Ukaid WFP Other,**,**,No,No,No,No
30.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_FO_1,FO,Field Office,"(21.21494746,  92.1628784499999)",Non-governmental Organization (United Nations),Mukti,**,**,No,No,No,No
31.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_DC_2,DC,Distribution Center,"(21.21503946,  92.1628032299999)",Non-governmental Organization (United Nations),WFP,**,**,No,No,No,No
32.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_1,MQ,Mosque,"(21.2149816099999,  92.1641491299999)",**,**,**,**,No,No,No,No
33.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_DC_3,DC,Distribution Center,"(21.2151004199999,  92.16323835)",Non-governmental Organization (United Nations),WFP,**,**,No,No,No,No
34.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_DC_4,DC,Distribution Center,"(21.2134134199999,  92.16390886)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
35.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_2,MQ,Mosque,"(21.21323413,  92.16267757)",Local Government,**,**,**,No,No,No,No
36.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_3,MQ,Mosque,"(21.2134174999999,  92.1636332)",Private Donation,**,**,**,No,No,No,No
37.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_4,MQ,Mosque,"(21.2126632,  92.1617289999999)",Non-governmental Organization (United Nations),AlMidaadFoundation,**,**,No,No,No,No
38.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_5,MQ,Mosque,"(21.2118390999999,  92.1608492)",Private Donation,**,**,**,No,No,No,No
39.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_FO_2,FO,Field Office,"(21.2125907,  92.1637116999999)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
40.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_CC_1,CC,Community Centre,"(21.2123579,  92.1636773999999)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
41.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MD_1,MD,Madrassah,"(21.2126158499999,  92.16192967)",**,**,**,**,No,No,No,No
42.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_6,MQ,Mosque,"(21.21252754,  92.16538104)",**,**,**,**,No,No,No,No
43.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MD_2,MD,Madrassah,"(21.21183179,  92.16635311)",Private Donation,**,**,**,No,No,No,No
44.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_7,MQ,Mosque,"(21.2108012899999,  92.1642715299999)",Private Donation,**,**,**,No,No,No,No
45.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_CF_1,CF,Child Friendly Space,"(21.2108925699999,  92.1632650199999)",Non-governmental Organization (United Nations),SaveTheChildren UNHCR,**,**,No,No,No,No
46.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_8,MQ,Mosque,"(21.2109209499999,  92.1621335499999)",Private Donation,**,**,**,No,No,No,No
47.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MD_3,MD,Madrassah,"(21.21080282,  92.16206422)",Private Donation,**,**,**,No,No,No,No
48.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MD_4,MD,Madrassah,"(21.2106631999999,  92.1642501999999)",Private Donation,**,**,**,No,No,No,No
49.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_CF_2,CF,Child Friendly Space,"(21.2109318,  92.1633865)",Non-governmental Organization (United Nations),SaveTheChildren UNHCR,**,**,No,No,No,No
50.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_CF_3,CF,Child Friendly Space,"(21.2113625,  92.1613988)",Non-governmental Organization (United Nations),SaveTheChildren UNHCR,**,**,No,No,No,No
51.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_CF_4,CF,Child Friendly Space,"(21.2113401,  92.1613033)",Non-governmental Organization (United Nations),SaveTheChildren UNHCR,**,**,No,No,No,No
52.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_9,MQ,Mosque,"(21.2106530999999,  92.1657814)",Private Donation,**,**,**,No,No,No,No
53.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_IH_1,IH,Info Hub/ point/desk,"(21.2112364999999,  92.1664812)",**,**,**,**,No,No,No,No
54.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MD_5,MD,Madrassah,"(21.2091080699999,  92.16658692)",**,**,**,**,No,No,No,No
55.0,Coxs_Bazar,Ukhia,Raja Palong,Refugee Camp,Kutupalong RC,CXB-221,KRC_MQ_10,MQ,Mosque,"(21.20918091,  92.16656018)",**,**,**,**,No,No,No,No
56.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_1,MQ,Mosque,"(21.1993835,  92.1522954999999)",Private Donation,**,**,**,No,No,No,No
57.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8W,CXB-211,C8W_MQ_2,MQ,Mosque,"(21.1987710999999,  92.15384453)",Private Donation,**,**,**,No,No,No,No
58.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_1,MD,Madrassah,"(21.21075647,  92.15143055)",**,**,**,-1.0,No,Yes,No,Yes
59.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_2,MD,Madrassah,"(21.2109063199999,  92.15033631)",**,**,**,**,No,No,No,No
60.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_1,MQ,Mosque,"(21.2158596999999,  92.1514073)",Private Donation,**,**,**,No,No,No,No
61.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_2,MQ,Mosque,"(21.2154865,  92.1502672999999)",Private Donation,**,**,**,No,No,No,No
62.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_DC_1,DC,Distribution Center,"(21.2160645999999,  92.1517788999999)",Local Government,**,**,**,No,No,No,No
63.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_3,MQ,Mosque,"(21.2123096999999,  92.1538501999999)",Private Donation,**,**,**,No,No,No,No
64.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_4,MQ,Mosque,"(21.2117276,  92.1544786999999)",**,**,**,**,No,No,No,No
65.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_5,MQ,Mosque,"(21.212985,  92.1573934999999)",**,**,**,**,No,No,No,No
66.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_6,MQ,Mosque,"(21.21663213,  92.14841606)",Private Donation,**,**,**,No,No,No,No
67.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_DC_2,DC,Distribution Center,"(21.21461581,  92.1527456799999)",Non-governmental Organization (United Nations),Other,**,**,No,No,No,No
68.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_1,MD,Madrassah,"(21.2134632,  92.1555733)",Local Government,**,**,**,No,No,No,No
69.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_2,MD,Madrassah,"(21.21131164,  92.15708128)",Private Donation,**,**,**,No,No,No,No
70.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_3,MD,Madrassah,"(21.2153582999999,  92.1490701999999)",Private Donation,**,**,**,No,No,No,No
71.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_7,MQ,Mosque,"(21.2160522,  92.1493904999999)",Private Donation,**,**,**,No,No,No,No
72.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_DC_3,DC,Distribution Center,"(21.2158327,  92.15201716)",Non-governmental Organization (United Nations),ACF,**,**,No,No,No,No
73.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_8,MQ,Mosque,"(21.2139382,  92.149292)",Private Donation,**,**,**,No,No,No,No
74.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_9,MQ,Mosque,"(21.2139984599999,  92.1517802399999)",Private Donation,**,-1.0,-1.0,Yes,Yes,Yes,Yes
75.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_4,MD,Madrassah,"(21.21476402,  92.15284757)",Private Donation,**,-1.0,**,Yes,No,No,Yes
76.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_10,MQ,Mosque,"(21.2142857199999,  92.15033603)",Private Donation,**,**,**,No,No,No,No
77.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_5,MD,Madrassah,"(21.21461236,  92.1527807899999)",Private Donation,**,**,**,No,No,No,No
78.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_11,MQ,Mosque,"(21.21476505,  92.1528349)",Private Donation,**,**,**,No,No,No,No
79.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_12,MQ,Mosque,"(21.21477733,  92.1531461099999)",Self Made,**,**,**,No,No,No,No
80.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_1,CF,Child Friendly Space,"(21.21461723,  92.15350773)",Non-governmental Organization (United Nations),UNHCR Other,**,**,No,No,No,No
81.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_6,MD,Madrassah,"(21.21431872,  92.1543456099999)",Self Made,**,**,**,No,No,No,No
82.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_13,MQ,Mosque,"(21.2140029,  92.1557961599999)",Self Made,**,**,**,No,No,No,No
83.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_14,MQ,Mosque,"(21.2135689899999,  92.15016009)",Private Donation,**,**,**,No,No,No,No
84.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_7,MD,Madrassah,"(21.2135877099999,  92.15026726)",Private Donation,**,**,**,No,No,No,No
85.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_15,MQ,Mosque,"(21.2138606299999,  92.1492420499999)",Private Donation,**,**,**,No,No,No,No
86.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_8,MD,Madrassah,"(21.21391917,  92.1492775199999)",Private Donation,**,**,**,No,No,No,No
87.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_2,CF,Child Friendly Space,"(21.212872,  92.1564127999999)",Non-governmental Organization (United Nations),COAST,**,**,No,No,No,No
88.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_WF_1,WF,Women's Friendly Space,"(21.2136298,  92.1551750999999)",Non-governmental Organization (United Nations),Mukti UNFPA,**,**,No,No,No,No
89.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_16,MQ,Mosque,"(21.2129559999999,  92.1569626999999)",Private Donation,**,**,**,No,No,No,No
90.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_17,MQ,Mosque,"(21.2140092,  92.1557413)",Private Donation,**,**,**,No,No,No,No
91.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_9,MD,Madrassah,"(21.2140038,  92.1557851999999)",Private Donation,**,**,**,No,No,No,No
92.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_FO_1,FO,Field Office,"(21.2134275,  92.1551168)",Local Government,**,**,**,No,No,No,No
93.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_18,MQ,Mosque,"(21.21194111,  92.1497932399999)",Private Donation,**,**,**,No,No,No,No
94.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_3,CF,Child Friendly Space,"(21.2117776,  92.1520127)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
95.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_4,CF,Child Friendly Space,"(21.2120141,  92.1525821999999)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
96.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_19,MQ,Mosque,"(21.2122396,  92.1526587)",Private Donation,**,**,**,No,No,No,No
97.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_10,MD,Madrassah,"(21.211652,  92.1527236)",Private Donation,**,**,**,No,No,No,No
98.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_5,CF,Child Friendly Space,"(21.2117296,  92.1534482)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
99.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_11,MD,Madrassah,"(21.2127,  92.1536796)",Private Donation,**,**,**,No,No,No,No
100.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_20,MQ,Mosque,"(21.2127576,  92.1532615999999)",Private Donation,**,**,**,No,No,No,No
101.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_6,CF,Child Friendly Space,"(21.21247,  92.1528219)",Non-governmental Organization (United Nations),Unicef,-1.0,**,Yes,No,No,Yes
102.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_21,MQ,Mosque,"(21.2119654,  92.1530494999999)",Private Donation,**,**,**,No,No,No,No
103.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_22,MQ,Mosque,"(21.21173827,  92.1544468599999)",Private Donation,**,**,**,No,No,No,No
104.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_CF_7,CF,Child Friendly Space,"(21.21203466,  92.15523176)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
105.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_23,MQ,Mosque,"(21.2128301,  92.1573161999999)",**,**,**,**,No,No,No,No
106.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_24,MQ,Mosque,"(21.21100637,  92.15107213)",**,**,**,-1.0,No,Yes,No,Yes
107.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_12,MD,Madrassah,"(21.21158969,  92.15096407)",**,**,**,**,No,No,No,No
108.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_25,MQ,Mosque,"(21.2115751999999,  92.1524402799999)",**,**,**,**,No,No,No,No
109.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_13,MD,Madrassah,"(21.21149316,  92.1570179699999)",Private Donation,**,**,**,No,No,No,No
110.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_14,MD,Madrassah,"(21.2108002199999,  92.155765)",Private Donation,**,**,**,No,No,No,No
111.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_26,MQ,Mosque,"(21.21088243,  92.15553604)",Private Donation,**,**,**,No,No,No,No
112.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_15,MD,Madrassah,"(21.2113456499999,  92.15674893)",Private Donation,**,**,**,No,No,No,No
113.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_16,MD,Madrassah,"(21.21131459,  92.1569433699999)",,**,**,**,No,No,No,No
114.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_27,MQ,Mosque,"(21.21088357,  92.1557978299999)",Private Donation,**,**,**,No,No,No,No
115.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_17,MD,Madrassah,"(21.21096662,  92.1532353599999)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
116.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_28,MQ,Mosque,"(21.2096437999999,  92.1521943)",Self Made,**,**,**,No,No,No,No
117.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MD_18,MD,Madrassah,"(21.2096902999999,  92.1524224)",Self Made,**,-1.0,-1.0,Yes,Yes,Yes,Yes
118.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_29,MQ,Mosque,"(21.21019343,  92.15202877)",Local Government,**,**,**,No,No,No,No
119.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_30,MQ,Mosque,"(21.2144002699999,  92.14884714)",Private Donation,**,**,**,No,No,No,No
120.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_31,MQ,Mosque,"(21.2149332999999,  92.1479736)",Private Donation,**,**,**,No,No,No,No
121.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_32,MQ,Mosque,"(21.2156759999999,  92.1483848)",Private Donation,**,**,**,No,No,No,No
122.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_33,MQ,Mosque,"(21.210967,  92.1528734)",Private Donation,**,**,**,No,No,No,No
123.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1W,CXB-202,C1W_MQ_34,MQ,Mosque,"(21.2113759,  92.1530039)",Private Donation,**,**,**,No,No,No,No
124.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_1,MD,Madrassah,"(21.20426081,  92.1598846899999)",Self Made,**,**,-1.0,No,Yes,No,Yes
125.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_2,MD,Madrassah,"(21.2052833,  92.1553866999999)",Private Donation,**,**,**,No,No,No,No
126.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_CF_1,CF,Child Friendly Space,"(21.2030622,  92.1546454)",Non-governmental Organization (United Nations),Brac,**,**,No,No,No,No
